id,name,company_name,summary,description,duration,departure_location,departure_times,price_adult,price_child,includes,highlights,keywords,duration_hours,link_booking,link_more_info,phone,image_url,image_urls,commission_rate,active,price_source_url,price_tiers,raw_text,duration_days,duration_category,tour_type,locations,tags,audience,intensity_level,itinerary,menu,age_requirements,ideal_for
15f295d64f046cd1,Thundercat Whitsundays - All Inclusive Day Tour,redcatadventures,,"Thundercat offers an exhilarating ride around the Whitsunday Islands, perfect for those seeking adventure with comfort. This award-winning tour provides a thrilling experience with visits to Whitehaven Beach and Hill Inlet lookout, along with snorkeling opportunities on the Great Barrier Reef. Ideal for families, couples, and groups, Thundercat ensures stability and speed, making it suitable for those concerned about seasickness. Enjoy the pristine waters, stunning marine life, and the expertise of a knowledgeable crew, all while traveling with a Climate Action Leading tour.",Full Day,,,FROM A$230,A$199,"Lycra suit, snorkelling equipment (mask & snorkel only), and wet suit (winter months)
Guided bush walk to Hill Inlet Lookout
Snorkel at two different locations on the fringing Great Barrier Reef
On-board toilet for passenger comfort
Local bus transfers
BYO Alcohol (eski and ice provided)
Fresh homemade baking for morning tea, afternoon tea, and a buffet lunch
Cold meat and cheese platter","2 hours on Whitehaven Beach
Guided bush walk to Hill Inlet Lookout
Snorkel two different locations on the Great Barrier Reef
Visit the North and South end of the Whitsunday Islands
Travel with accredited Climate Action Leaders
Australia’s only Marine-accredited Savannah Guide Enterprise
Depart from Coral Sea Marina
Swim in crystal clear waters
Feel peace of mind with a Climate Action Leading tour",,8.0,https://redcatadventures.com.au/package/thundercat/,https://redcatadventures.com.au/package/thundercat/,,,,,TRUE,https://redcatadventures.com.au/package/thundercat/,,,,full_day,combo,"Airlie Beach,Great Barrier Reef,Hill Inlet,Langford,Whitehaven,Whitsunday Island","adventure,family-friendly,relaxation",family,adventurous,,"**Menu:**
- Fresh homemade baking for morning tea
- Afternoon tea
- Buffet lunch
- Cold meat and cheese platter",Ages 2+,"Families, couples, and groups seeking an adventurous day tour with comfort and stunning marine experiences in the Whitsundays."
4b57cff94d8e9640,Thundercat Whitsundays - All Inclusive Day Tour,redcatadventures,,"Thundercat Whitsundays offers an exhilarating ride around the Whitsunday Islands, perfect for those seeking both adventure and comfort. As the fastest catamaran in the Whitsundays, it provides a stable and speedy journey, ideal for passengers concerned about seasickness. This award-winning tour takes you to the world-famous Whitehaven Beach and Hill Inlet lookout, with opportunities to snorkel on the Great Barrier Reef. Suitable for families, couples, and groups, it's a perfect way to experience once-in-a-lifetime moments in a stunning setting.",Full Day,,,FROM A$560,A$501,"All-inclusive package
Visit to Whitehaven Beach
Hill Inlet lookout
Two snorkelling opportunities on the Great Barrier Reef
Lunch
Cold drinks and snacks","Exhilarating ride on the fastest catamaran in the Whitsundays
Stable and speedy journey ideal for seasickness-prone passengers
Visit world-famous Whitehaven Beach
Hill Inlet lookout
Snorkelling on the Great Barrier Reef
Suitable for families, couples, and groups",,8.0,https://redcatadventures.com.au/package/the-purrrfect-3-days/,https://redcatadventures.com.au/package/the-purrrfect-3-days/,,,,,TRUE,https://redcatadventures.com.au/package/the-purrrfect-3-days/,,,,full_day,combo,"Airlie Beach,Great Barrier Reef,Hill Inlet,Langford,Whitehaven,Whitsunday Island","adventure,family-friendly,relaxation,sunset",family,adventurous,,,All ages welcome,"Families, couples, and groups seeking adventure and beautiful scenery"
0ccf1c0576808ea5,Great Barrier Reef Snorkel Adventure,redcatadventures,,"Experience the beauty of the world-famous Great Barrier Reef on this snorkelling eco-adventure. Travel on the smoothest, most comfortable vessel to visit the incredible coral wonderland of the outer reefs. This all-inclusive day trip is perfect for those seeking to bond while reconnecting with nature. Whether you're a couple searching for a romantic escape or a small group craving adventure and fun, this once-in-a-lifetime experience will deliver unbeatable memories. Enjoy the panoramic views from the 360° rooftop deck and relax in premium seating designed for extra comfort. The tour is led by Proud Climate Action Leaders with exceptional local knowledge, ensuring an eco-friendly and informative journey.",Full Day,,"Departs 9:00 am, Returns 5:00 pm",FROM A$299,A$249,"Free courtesy bus transfers
Lycra suits, snorkelling equipment, and wet suits (winter months)
Locally catered lunch and snacks
Fully licenced bar onboard (cash and card accepted)
Travel with accredited Climate Action Leaders","Snorkel the world-famous Great Barrier Reef
360° rooftop deck for panoramic views
Relax in premium seating designed for extra comfort
Travel in style aboard a fully air-conditioned vessel
Guest numbers are kept personalised and well below capacity
See Humpback Whales during winter in their natural habitat
Swim & Snorkel in crystal clear waters
A day of adventure with creature comforts
Proudly Australian-owned business for the past 14 years
2018-2022 Gold National Tourism Award Winners",,8.0,https://redcatadventures.com.au/package/outer-reef-snorkeling-adventure/,https://redcatadventures.com.au/package/outer-reef-snorkeling-adventure/,,,,,TRUE,https://redcatadventures.com.au/package/outer-reef-snorkeling-adventure/,,,,full_day,combo,"Great Barrier Reef,Whitsunday Island","adventure,family-friendly,luxury,relaxation,small-group",family,relaxed,,"**Menu:**
- An assortment of Mini Muffins
- Freshly cut seasonal Fruit
- Selection of Sliced Meats
- Fresh Crusty White Rolls
- Antipasto selection including crackers, cheese, meats, and other delightful tasty treats",Ages 6+ (not recommended for children under six),"Confident swimmers and those who have previously snorkelled, couples, small groups, and adventure seekers"
3e7df3d59f723180,Thundercat Whitsundays – All Inclusive Day Tour,redcatadventures,,"Experience the adventure of a lifetime with Thundercat, a custom-built catamaran offering stability and speed for those exploring the Whitsunday Islands in a single day. Ideal for travelers concerned about seasickness, this tour is perfect for adventure seekers and nature lovers alike. Discover the stunning Whitehaven Beach and Hill Inlet lookout, and snorkel at two different locations on the Great Barrier Reef. With a focus on comfort and environmental responsibility, Thundercat is an award-winning choice for those seeking an unforgettable day on the water.",Full Day,,,FROM A$230,,"Lycra suit
Snorkelling equipment
Wetsuits (winter months)
All meals and snacks
Environmental marine charges
Queensland Parks and Wildlife and fuel levy
Local bus transfers
On-board toilet for passenger comfort
BYO Alcohol (eski and ice provided)","Explore Whitehaven Beach for 2 hours
Guided bush walk to Hill Inlet Lookout
Snorkel at two locations on the Great Barrier Reef
Visit North and South end of the Whitsunday Islands
Travel with accredited Climate Action Leaders
Local supplier with qualified chefs
Stable catamaran custom-built for the Whitsundays
Australian owned and family operated business
Award-winning tour operator",,8.0,https://redcatadventures.com.au/package/private-charters/,https://redcatadventures.com.au/package/private-charters/,,,,,TRUE,https://redcatadventures.com.au/package/private-charters/,,,,full_day,combo,"Great Barrier Reef,Hill Inlet,Whitehaven,Whitsunday Island","adventure,family-friendly,private,relaxation",family,adventurous,,"**Menu:**
- Cold meat and cheese platter",,"Adventure seekers, nature lovers, and those prone to seasickness seeking a stable and thrilling day tour experience."
9ebfef1715ea29c7,Falls to Paradise – Waterfall Tour,redcatadventures,,"Experience the ultimate tropical getaway with the Falls to Paradise tour, an all-inclusive day adventure exploring the stunning Cedar Creek Falls. This tour offers a perfect blend of nature exploration and relaxation, ideal for families and friends looking to unwind and enjoy the natural beauty of the Whitsundays. Swim in the refreshing rockpools surrounded by lush tropical flora and fauna, and relax at the award-winning Northerlies Beach Bar & Grill with delicious meals and creative cocktails. With a fun and informative guide, this tour promises an unforgettable day in paradise.",Full Day,,"Departs 10:30 am, Returns 3:30 pm",FROM A$159,A$149,"All-inclusive day tour
Fun and informative tour guide
Delicious lunch prepared by a local chef
One meal plus an alcoholic or non-alcoholic drink
Courtesy coach available for extended stay at Northerlies
ECO walk to the top of Cedar Creek Falls (optional)","Swim in the rockpools at Cedar Creek Falls
Feast on a delicious lunch
Enjoy views from the beach bar with cocktails
Private beach for kids to explore
Explore Queensland’s beautiful waterfalls
Australia’s only Marine-accredited Savannah Guide Enterprise
Proudly Australian-owned business for the past 14 years
2018-2022 Gold National Tourism Award Winners",,8.0,https://redcatadventures.com.au/package/falls-to-paradise/,https://redcatadventures.com.au/package/falls-to-paradise/,,,,,TRUE,https://redcatadventures.com.au/package/falls-to-paradise/,,,,full_day,combo,"Airlie Beach,Great Barrier Reef,Hill Inlet,Whitehaven,Whitsunday Island","adventure,family-friendly,private,relaxation",family,adventurous,,,Ages 4 - 14,Families and friends looking to enjoy a day of nature exploration and relaxation
8f3c63f2077bf7d3,Thundercat Whitsundays - All Inclusive Day Tour,redcatadventures,,"Experience the thrill of the Whitsundays aboard Thundercat, the fastest catamaran designed for stability and speed, making it perfect for those prone to seasickness. This exhilarating day tour offers an unforgettable adventure through the stunning Whitsunday Islands, featuring visits to the world-famous Whitehaven Beach and Hill Inlet lookout. Ideal for families, couples, and groups seeking a unique and memorable experience, this tour includes two snorkeling opportunities on the vibrant fringing Great Barrier Reef. Enjoy a day filled with adventure, relaxation, and breathtaking views, all while being pampered by our dedicated crew.",Full Day,,,FROM A$409,A$360,"All-inclusive package
Snorkeling equipment
Lunch
Cold drinks and snacks
Banana boat rides
Experienced crew","Visit Whitehaven Beach
Explore Hill Inlet lookout
Snorkel on the Great Barrier Reef
Experience the fastest catamaran in the Whitsundays
Enjoy a relaxing sail with comfy beanbags
Witness stunning sunsets
Perfect for families, couples, and groups",,8.0,https://redcatadventures.com.au/package/the-purrfect-2-days/,https://redcatadventures.com.au/package/the-purrfect-2-days/,,,,,TRUE,https://redcatadventures.com.au/package/the-purrfect-2-days/,A$409,,,full_day,combo,"Airlie Beach,Great Barrier Reef,Hill Inlet,Langford,Whitehaven,Whitsunday Island","adventure,relaxation,sunset",family,adventurous,,,Ages 12+,"Families, couples, and groups looking for an adventurous and memorable day out on the water"
44fe2ed6394c6bf6,Tongarra Day Sailing Tour,redcatadventures,,"Get ready for a fun day out on the water with the Tongarra Day Sailing Tour. This adventure promises a chill vibe with a spacious deck, comfy beanbags, and a journey through the stunning Whitsundays. Ideal for those seeking adventure and relaxation, this tour offers activities like banana boat rides, snorkeling among vibrant reefs, and leisurely strolls on pristine beaches. Enjoy a freshly prepared lunch, cold drinks, and snacks as you sail back to Airlie Beach while catching an epic sunset. Perfect for families, couples, and anyone looking to explore the Whitsundays' best-kept secrets.",Full Day,,"Departs 8am, Returns 5pm",FROM A$199,,"Snorkelling equipment (mask and snorkel only)
Environmental Management Charge (EMC)
Queensland Parks and Wildlife fees
Lunch and snacks
BYO Alcohol (eski and ice provided)","Explore some of the Whitsunday’s best-kept secret spots
Fun and informative ECO tour guides
Relax on the deck of Tongarra with bean bags
Snorkel at the best fringing reef the region has to offer
Enjoy a fun Banana Boat ride
Return sunset sail to Airlie Beach
Spacious deck perfect for whale watching (June to September)",,8.0,https://redcatadventures.com.au/package/day-sailing-tour/,https://redcatadventures.com.au/package/day-sailing-tour/,,,,,TRUE,https://redcatadventures.com.au/package/day-sailing-tour/,,,,full_day,combo,"Airlie Beach,Great Barrier Reef,Hill Inlet,Langford,Whitehaven,Whitsunday Island","adventure,relaxation,sunset",general,adventurous,"**Day 1:**
- Check in at Coral Sea Marina
- Depart for Langford Island
- Free time on Langford Sandbar: walk to the lookout, snorkel, or enjoy a banana boat ride
- Depart Langford Sandbar, sail home with snacks and chilled tunes
- Arrive back at Coral Sea Marina","**Menu:**
- Chocolate Brownies
- Fresh Fruit Platter
- Cheddar Cheese Cubes
- Sliced Cabanossi
- Crackers",Recommended 12+ years,"Families, couples, and groups seeking a fun and adventurous day exploring the Whitsundays."
15f295d64f046cd1,Thundercat Whitsundays - All Inclusive Day Tour,redcatadventures,,"Thundercat Whitsundays offers an exhilarating day tour around the stunning Whitsunday Islands, perfect for families, couples, and groups seeking adventure and unforgettable moments. This award-winning tour combines speed and stability, making it ideal for those concerned about seasickness. Experience the world-famous Whitehaven Beach, Hill Inlet lookout, and snorkel at two unique locations on the Great Barrier Reef. Enjoy the comfort of onboard amenities and the expertise of a knowledgeable crew, all while traveling with an environmentally responsible operator.",Full Day,,,FROM A$230,A$199,"Lycra suit
Snorkelling equipment (mask & snorkel only)
Wet suit (winter months)
Guided bush walk to Hill Inlet Lookout
Local bus transfers
Lunch and snacks
BYO alcohol (eski and ice provided)","Visit Whitehaven Beach for 1.5 hours
Guided bush walk to Hill Inlet Lookout
Snorkel at Mantaray Bay and Stone Haven Bay
Travel with Climate Action Leaders
Enjoy homemade baking for morning and afternoon tea
Buffet lunch with cold meat and cheese platter
On-board toilet for passenger comfort
Depart from Coral Sea Marina",,8.0,https://redcatadventures.com.au/package/thundercat/,https://redcatadventures.com.au/package/thundercat/,,,,,TRUE,https://redcatadventures.com.au/package/thundercat/,Adult: A$230 | Child: A$199,,,full_day,combo,"Airlie Beach,Great Barrier Reef,Hill Inlet,Langford,Whitehaven,Whitsunday Island","adventure,family-friendly,relaxation",family,relaxed,,"**Menu:**
- Fresh homemade baking for morning tea
- Buffet lunch with cold meat and cheese platter
- Afternoon tea snacks",Ages 2+,"Families, couples, and groups looking for an adventurous and memorable day tour in the Whitsundays."
4b57cff94d8e9640,Thundercat Whitsundays – All Inclusive Day Tour,redcatadventures,,"Embark on an exhilarating adventure aboard Thundercat, the fastest catamaran in the Whitsundays, designed for stability and speed. This award-winning tour offers an unforgettable day exploring the Whitsunday Islands, including visits to the world-famous Whitehaven Beach and Hill Inlet lookout. Perfect for families, couples, and groups, this tour combines thrilling activities with relaxation, ensuring a memorable experience amidst stunning natural beauty.",Full Day,,,FROM A$560,A$501,"Visit to Whitehaven Beach
Hill Inlet lookout
2 snorkelling opportunities
Lunch
Cold drinks and snacks
Banana boat rides
Snorkelling equipment","Fastest catamaran in the Whitsundays
Stability and speed ideal for those concerned about seasickness
Visit world-famous Whitehaven Beach
Hill Inlet lookout
Snorkelling on the Great Barrier Reef
Banana boat rides
Spacious deck with comfy beanbags
Cold drinks and snacks on return",,8.0,https://redcatadventures.com.au/package/the-purrrfect-3-days/,https://redcatadventures.com.au/package/the-purrrfect-3-days/,,,,,TRUE,https://redcatadventures.com.au/package/the-purrrfect-3-days/,,,,full_day,combo,"Airlie Beach,Great Barrier Reef,Hill Inlet,Langford,Whitehaven,Whitsunday Island","adventure,family-friendly,relaxation,sunset",family,adventurous,,,Ages 12 - 14,"Families, couples, and groups seeking a thrilling and memorable day tour experience in the Whitsundays."
0ccf1c0576808ea5,Great Barrier Reef Snorkel Adventure,redcatadventures,,"Experience the beauty of the world-famous Great Barrier Reef on this snorkelling eco-adventure. Travel on the smoothest, most comfortable vessel to visit the incredible coral wonderland of the outer reefs. Snorkel at the world-famous Great Barrier Reef during the day, then sit back and relax with a delicious locally catered lunch while taking in the sights and sounds of the natural world from the top deck. The all-inclusive day trip is great for those who want to bond while reconnecting with nature, couples searching for a romantic escape, or small groups seeking adventure and fun. This once-in-a-lifetime experience will deliver unbeatable memories that will last a lifetime.",Full Day,,"Departs 9:00 am, Returns 5:00 pm",FROM A$299,A$249,"Free courtesy bus transfers
Locally catered lunch and snacks
Lycra suits, snorkelling equipment, and wet suits (winter months)
Fully air-conditioned vessel
Licensed bar onboard
Accredited Climate Action Leaders","Snorkel the world-famous Great Barrier Reef
360° rooftop deck for panoramic views
Relax in premium seating designed for extra comfort
Travel in style aboard a fully air-conditioned vessel
Travel with accredited Climate Action Leaders
Enjoy a cold drink onboard with a fully licensed bar
See Humpback Whales in their natural habitat during winter
Swim & Snorkel in crystal clear waters
Guest numbers are kept personalized and well below the vessel's capacity",,8.0,https://redcatadventures.com.au/package/outer-reef-snorkeling-adventure/,https://redcatadventures.com.au/package/outer-reef-snorkeling-adventure/,,,,,TRUE,https://redcatadventures.com.au/package/outer-reef-snorkeling-adventure/,,,,full_day,combo,"Great Barrier Reef,Whitsunday Island","adventure,family-friendly,luxury,relaxation,small-group",family,relaxed,,"**Menu:**
- An assortment of Mini Muffins
- Freshly cut seasonal Fruit
- Selection of Sliced Meats
- Fresh Crusty White Rolls
- Antipasto selection including crackers, cheese, meats, and other delightful tasty treats",Ages 6+,"Confident swimmers, couples seeking a romantic escape, small groups seeking adventure, and those looking to reconnect with nature"
3e7df3d59f723180,Thundercat Whitsundays – All Inclusive Day Tour,redcatadventures,,"Experience the adventure of a lifetime aboard Thundercat, a custom-built catamaran designed for stability and speed, perfect for those concerned about seasickness. This award-winning tour takes you on an exhilarating journey around the Whitsunday Islands in just one day. Discover the world-famous Whitehaven Beach, enjoy a guided bush walk to Hill Inlet Lookout, and snorkel at two stunning locations on the fringing Great Barrier Reef. Ideal for adventure seekers and nature lovers, this tour offers a unique blend of excitement and breathtaking natural beauty.",Full Day,,,FROM A$230,,"Lycra suit
Snorkelling equipment
Wetsuits (winter months)
Local bus transfers
On-board toilet
Lunch and snacks
Stinger suit hire
Environmental marine charges
Queensland Parks and Wildlife and fuel levy","Explore Whitehaven Beach for 2 hours
Guided bush walk to Hill Inlet Lookout
Snorkel at two locations on the Great Barrier Reef
Visit North and South end of Whitsunday Islands
Travel with accredited Climate Action Leaders
Local supplier with qualified chefs
BYO Alcohol with eski and ice provided
Stable catamaran designed for Whitsundays
Australian owned and family operated
Award-winning tour operator",,8.0,https://redcatadventures.com.au/package/private-charters/,https://redcatadventures.com.au/package/private-charters/,,,,,TRUE,https://redcatadventures.com.au/package/private-charters/,A$230,,,full_day,combo,"Great Barrier Reef,Hill Inlet,Whitehaven,Whitsunday Island","adventure,family-friendly,private,relaxation",family,adventurous,,"**Menu:**
- Cold meat and cheese platter",All ages welcome,"Adventure seekers, nature lovers, and those prone to seasickness looking for a thrilling yet comfortable day tour around the Whitsundays."
